,Artist,Track,Album,Album_type,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Channel,Views,Likes,Comments,Licensed,official_video,Stream
16,Red Hot Chili Peppers,Dani California,Stadium Arcadium,album,0.556,0.913,0,-2.36,0.0437,0.0193,8.59E-06,0.346,0.73,96.184,282160,Red Hot Chili Peppers,324228662,1456622,49461,TRUE,TRUE,550067391
19039,Two Feet,Go Fuck Yourself,First Steps,single,0.765,0.327,6,-8.029,0.277,0.571,0.0479,0.0787,0.292,74.931,129600,Trap Nation,476520655,6277363,101136,TRUE,TRUE,549700066
16051,James Arthur,Can I Be Him,Back from the Edge,album,0.696,0.543,11,-6.164,0.0489,0.308,0,0.0939,0.479,107.969,246880,JamesAVEVO,163028669,979932,15511,TRUE,TRUE,549438266
1108,Phil Collins,In The Air Tonight - 2015 Remastered,Face Value (Deluxe Editon),album,0.446,0.239,0,-13.945,0.0316,0.551,4.10E-06,0.0697,0.298,189.507,336453,Naruto Uzumaki,158725,2278,50,FALSE,FALSE,548439010
8065,Miguel,Remind Me to Forget,Kids in Love,album,0.689,0.505,0,-6.389,0.0933,0.158,0,0.138,0.312,99.017,217293,KygoOfficialVEVO,109259730,812719,12931,TRUE,TRUE,547942805
19196,Ava Max,The Motto,The Motto,single,0.754,0.763,7,-4.627,0.0435,0.0301,2.23E-05,0.0901,0.464,117.953,164819,Tiësto,124261019,980453,16264,TRUE,TRUE,547871739
291,Tiësto,The Motto,The Motto,single,0.754,0.763,7,-4.627,0.0435,0.0301,2.23E-05,0.0901,0.464,117.953,164819,Tiësto,124255684,980422,16264,TRUE,TRUE,547871739
15422,Little Mix,Black Magic,Get Weird (Expanded Edition),album,0.776,0.875,4,-5.535,0.0575,0.0343,0,0.314,0.849,111.988,211786,littlemixVEVO,950319808,7592180,210965,TRUE,TRUE,546877034
1299,Ricky Martin,Vente Pa' Ca (feat. Maluma),Vente Pa' Ca (feat. Maluma),single,0.663,0.92,11,-4.07,0.226,0.00431,1.69E-05,0.101,0.533,99.935,259196,RickyMartinVEVO,1832635634,4262556,132460,TRUE,TRUE,546249488
7041,Soft Cell,Tainted Love,Non-Stop Erotic Cabaret,album,0.5,0.501,0,-8.284,0.0376,0.462,0,0.26,0.623,144.438,153800,SoftCellVEVO,43634403,470951,10781,TRUE,TRUE,545850772
2057,Bill Withers,Ain't No Sunshine,Just As I Am,album,0.527,0.415,4,-11.451,0.122,0.457,1.72E-05,0.117,0.515,78.169,125093,BillWithersVEVO,18484730,299548,4704,TRUE,TRUE,545720692
19170,Mora,Volando - Remix,Volando (Remix),single,0.659,0.688,6,-4.649,0.0673,0.207,0,0.113,0.632,153.979,273474,LatinHype,2863344,23316,217,FALSE,FALSE,545505864
17306,Sech,Volando - Remix,Volando (Remix),single,0.659,0.688,6,-4.649,0.0673,0.207,0,0.113,0.632,153.979,273474,LatinHype,2863325,23315,217,FALSE,FALSE,545505864
12038,Paramore,Still into You,Paramore,album,0.602,0.923,5,-3.763,0.044,0.0098,0,0.0561,0.765,136.01,216013,Paramore,228368871,1963185,84568,TRUE,TRUE,545175335
789,Alicia Keys,My Boo,Confessions (Expanded Edition),album,0.662,0.507,5,-8.238,0.118,0.257,0,0.0465,0.676,86.412,223440,UsherVEVO,167116855,1038894,24852,TRUE,TRUE,544478102
880,Usher,My Boo,Confessions (Expanded Edition),album,0.662,0.507,5,-8.238,0.118,0.257,0,0.0465,0.676,86.412,223440,UsherVEVO,167116855,1038894,24852,TRUE,TRUE,544478102
19715,Giveon,Chicago Freestyle (feat. Giveon),Dark Lane Demo Tapes,album,0.735,0.449,10,-7.507,0.347,0.629,0,0.113,0.0397,122.947,220488,DrakeVEVO,78292254,717691,12707,TRUE,TRUE,543555909
332,Kanye West,Flashing Lights,Graduation,album,0.639,0.628,6,-7.578,0.0399,0.0381,0,0.386,0.43,90.482,237507,KanyeWestVEVO,123256878,959510,35828,TRUE,TRUE,543286408
18459,Louis Tomlinson,Back to You (feat. Bebe Rexha & Digital Farm Animals),Back to You (feat. Bebe Rexha & Digital Farm Animals),single,0.683,0.53,5,-4.918,0.142,0.207,0,0.394,0.645,75.016,190428,LouisTomlinsonVEVO,488528623,4658344,158245,TRUE,TRUE,543251515
8667,LMFAO,Party Rock Anthem,Sorry For Party Rocking,album,0.75,0.727,5,-4.21,0.142,0.0189,0,0.266,0.359,129.993,262173,LMFAOVEVO,2252581562,11036446,649651,TRUE,TRUE,543246526
3495,The Mamas & The Papas,California Dreamin' - Single Version,If You Can Believe Your Eyes & Ears,album,0.552,0.608,1,-9.786,0.0345,0.352,0,0.0533,0.637,112.367,162373,Folk Experience,312226510,1678392,64523,FALSE,FALSE,543203799
17297,Luke Combs,When It Rains It Pours,This One's for You,album,0.551,0.801,6,-5.069,0.0303,0.013,6.03E-06,0.265,0.625,128.027,240760,LukeCombsVEVO,359769846,1199219,25913,TRUE,TRUE,542049785
16588,John Newman,Love Me Again,Tribute,album,0.495,0.894,2,-4.814,0.0441,0.00453,0.000596,0.103,0.213,126.03,239894,JohnNewmanVEVO,952484189,6029802,186465,TRUE,TRUE,541876450
23,50 Cent,P.I.M.P.,Get Rich Or Die Tryin',album,0.7,0.758,10,-3.012,0.342,0.0444,1.30E-05,0.0401,0.889,78.693,249467,50CentVEVO,572659065,3334710,60552,TRUE,TRUE,541728561
769,Whitney Houston,I Will Always Love You,The Bodyguard - Original Soundtrack Album,album,0.332,0.214,4,-12.518,0.0349,0.845,5.62E-06,0.0839,0.11,67.531,271093,whitneyhoustonVEVO,1354367310,8399842,303714,TRUE,TRUE,541717370
16652,Sebastian Yatra,Robarte un Beso,VIVES,album,0.742,0.859,10,-4.942,0.0482,0.0824,0,0.359,0.652,95.046,194742,CarlosVivesVEVO,1592141705,4717580,115541,TRUE,TRUE,541381598
8188,Carlos Vives,Robarte un Beso,VIVES,album,0.742,0.859,10,-4.942,0.0482,0.0824,0,0.359,0.652,95.046,194742,CarlosVivesVEVO,1592141249,4717571,115541,TRUE,TRUE,541381598
16035,Halsey,Bad At Love,hopeless fountain kingdom (Deluxe),album,0.675,0.751,0,-3.539,0.0296,0.0604,0,0.0893,0.612,118.384,181279,HalseyVEVO,400156287,2774668,51590,TRUE,TRUE,540947457
19127,Harry Styles,Late Night Talking,Harry's House,album,0.714,0.728,10,-4.595,0.0468,0.298,0,0.106,0.901,114.996,177955,HarryStylesVEVO,52107049,1296669,35766,TRUE,TRUE,540698676
4822,Darius Rucker,Wagon Wheel,True Believers,album,0.537,0.66,9,-7.174,0.0296,0.455,0,0.135,0.574,148.096,298373,DariusRuckerVEVO,380141359,1452145,58333,TRUE,TRUE,540465195
1577,Scorpions,Wind Of Change,Crazy World,album,0.452,0.524,0,-10.108,0.0351,0.315,0,0.103,0.246,151.505,312360,ScorpionsVEVO,999439403,4661357,134940,TRUE,TRUE,540138418
17985,Marshmello,Leave Before You Love Me (with Jonas Brothers),Leave Before You Love Me,single,0.721,0.738,7,-4.77,0.0403,0.00226,4.41E-06,0.118,0.637,119.976,154983,MarshmelloVEVO,128292805,1157408,27515,TRUE,TRUE,539669724
12579,Jonas Brothers,Leave Before You Love Me (with Jonas Brothers),Leave Before You Love Me,single,0.721,0.738,7,-4.77,0.0403,0.00226,4.41E-06,0.118,0.637,119.976,154983,MarshmelloVEVO,128292014,1157396,27515,TRUE,TRUE,539669724
15256,The Weeknd,After Hours,After Hours,album,0.664,0.572,5,-6.099,0.0305,0.0811,0.00604,0.121,0.143,108.959,361027,Music Drenalin,2024476,20273,385,FALSE,FALSE,539593993
15326,Childish Gambino,This Is America,This Is America,single,0.854,0.463,5,-6.159,0.137,0.117,0,0.354,0.549,120.024,225773,ChildishGambinoVEVO,867377648,12332273,789953,TRUE,TRUE,539202674
8377,Rise Against,Savior,Appeal To Reason,album,0.554,0.932,5,-3.424,0.0485,0.00154,0.000142,0.425,0.478,112.49,242280,RiseAgainstVEVO,174783942,878073,35583,TRUE,TRUE,538725200
15799,Kina,Can We Kiss Forever?,Can We Kiss Forever?,single,0.522,0.128,4,-18.717,0.0357,0.894,0.026,0.0941,0.124,109.986,187932,KinaVEVO,16529494,597128,15190,TRUE,TRUE,538587361
15648,Flume,You & Me - Flume Remix,Settle (The Remixes),album,0.593,0.392,10,-6.872,0.0257,0.382,0.000114,0.131,0.25,75.065,282813,Flume,73690403,662146,10599,FALSE,TRUE,538525185
14819,Disclosure,You & Me - Flume Remix,Settle (The Remixes),album,0.593,0.392,10,-6.872,0.0257,0.382,0.000114,0.131,0.25,75.065,282813,Flume,73690382,662147,10599,FALSE,TRUE,538525185
11423,Guns N' Roses,Knockin' On Heaven's Door,Use Your Illusion II,album,0.496,0.739,6,-7.193,0.0415,0.0211,0.00444,0.106,0.378,132.41,336000,Hotspace Stars,10450500,66208,857,FALSE,FALSE,538458697
13640,Kesha,Die Young,Warrior (Expanded Edition),album,0.711,0.7,1,-4.805,0.046,0.00498,0.000125,0.215,0.801,128.001,211920,keshaVEVO,187521801,1493184,161202,TRUE,TRUE,538243745
19231,Jhayco,CÓMO SE SIENTE - Remix,CÓMO SE SIENTE (Remix),single,0.807,0.606,3,-8.871,0.088,0.0946,0,0.119,0.304,92.988,227520,REGGAETON X100PRE 🎶🔥,1779705,20540,195,FALSE,FALSE,538122607
14540,Mac Miller,Self Care,Swimming,album,0.52,0.538,1,-8.109,0.206,0.367,0.00187,0.119,0.177,141.894,345133,Mac Miller,419494661,2676012,125537,TRUE,TRUE,538108030
712,Bee Gees,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",How Can You Mend A Broken Heart,album,0.594,0.5,5,-5.586,0.0255,0.076,9.86E-05,0.184,0.537,104.996,241093,beegees,506541558,2716911,88551,FALSE,FALSE,538082219
15402,Migos,MotorSport,Culture II,album,0.904,0.518,2,-5.32,0.183,0.0305,0,0.325,0.188,137.996,303077,MigosVEVO,663194171,3960120,215678,TRUE,TRUE,537468650
13516,Nicki Minaj,MotorSport,Culture II,album,0.904,0.518,2,-5.32,0.183,0.0305,0,0.325,0.188,137.996,303077,MigosVEVO,663194128,3960115,215678,TRUE,TRUE,537468650
14061,Playboi Carti,Shoota (feat. Lil Uzi Vert),Die Lit,album,0.673,0.649,1,-8.433,0.196,0.188,0,0.122,0.47,153.075,153800,CASH CARTI,204458,4641,105,FALSE,FALSE,536921230
362,Daddy Yankee,Gasolina,Barrio Fino (Bonus Track Version),album,0.852,0.797,0,-6.543,0.0614,0.322,2.69E-06,0.0845,0.741,96.008,192600,Motonymous,23852149,380311,7976,FALSE,FALSE,536817412
17448,Swae Lee,Arms Around You (feat. Maluma & Swae Lee),Arms Around You (feat. Maluma & Swae Lee),single,0.703,0.723,9,-5.45,0.0412,0.0302,2.06E-06,0.126,0.288,104.969,198903,Lil Pump,359479368,5084074,264383,FALSE,TRUE,536748024
3695,Tom Petty,Free Fallin',Full Moon Fever,album,0.623,0.449,5,-13.333,0.0253,0.212,0,0.0613,0.572,84.383,256000,TomPettyVEVO,104263622,582967,28525,TRUE,TRUE,536601813
15819,JP Cooper,September Song,Raised Under Grey Skies (Deluxe),album,0.614,0.615,0,-6.7,0.0444,0.054,0,0.0921,0.374,95.941,220291,JPCooperVEVO,79639729,497230,13367,TRUE,TRUE,536371950
13122,Bon Iver,Skinny Love,"For Emma, Forever Ago",album,0.592,0.263,4,-14.029,0.0568,0.845,5.68E-06,0.127,0.109,76.366,238520,NorEasterFilms,7388652,47202,1831,FALSE,FALSE,535403389
16922,Sam Feldt,Post Malone (feat. RANI),Post Malone (feat. RANI) [Joe Stone Remix],single,0.59,0.642,7,-3.87,0.122,0.0771,0,0.105,0.651,107.356,174444,Spinnin' Records,19983743,173406,4382,TRUE,TRUE,534852322
17302,Luke Combs,Hurricane,This One's for You,album,0.464,0.813,10,-6.185,0.0416,0.0153,0,0.254,0.515,75.977,222533,LukeCombsVEVO,307874300,935087,14683,TRUE,TRUE,534816983
13533,Frank Ocean,Nights,Blonde,album,0.457,0.551,5,-9.36,0.167,0.427,1.15E-06,0.113,0.428,89.87,307151,Olivia Ocean,217615,3793,70,FALSE,FALSE,534229744
20054,Cris Mj,Una Noche en Medellín,Una Noche en Medellín,single,0.87,0.548,10,-5.253,0.077,0.0924,4.60E-05,0.0534,0.832,96.018,153750,Cris MJ,261795094,2092993,31814,FALSE,TRUE,534190352
18074,Cardi B,Up,Up (Instrumental),single,0.868,0.795,11,-6.044,0.269,0.0012,0.0193,0.0461,0.819,166,156945,Cardi B,251264448,3775713,162171,TRUE,TRUE,534021884
12398,Far East Movement,Like A G6,Free Wired,album,0.435,0.837,3,-8.126,0.449,0.00676,0,0.117,0.778,124.913,216893,FarEastMovementVEVO,264012406,1725961,112252,TRUE,TRUE,533889859
4024,No Doubt,Don't Speak,Tragic Kingdom,album,0.52,0.709,5,-7.125,0.0352,0.247,1.78E-05,0.18,0.536,76.039,263560,NoDoubtVEVO,966150550,3446135,77189,TRUE,TRUE,533242757
8018,Fall Out Boy,Thnks fr th Mmrs,Infinity On High,album,0.459,0.891,10,-5.057,0.0623,0.00511,0,0.106,0.588,154.837,203507,FallOutBoyVEVO,174862660,1145335,41611,TRUE,TRUE,533118387
19316,Sleepy Hallow,2055,Still Sleep?,album,0.829,0.512,6,-5.865,0.187,0.492,0,0.12,0.638,80.511,123987,SleepyHallowVEVO,115473862,1032472,18714,TRUE,TRUE,531964152
13466,Sam Smith,Fire On Fire,Love Goes,album,0.584,0.408,1,-7.356,0.0461,0.476,0,0.18,0.333,115.129,246735,SamSmithVEVO,275040863,2626287,47223,TRUE,TRUE,531694147
16121,5 Seconds of Summer,She Looks So Perfect,5 Seconds Of Summer,album,0.494,0.951,9,-4.237,0.132,0.000569,0,0.327,0.441,160.025,202496,5SOSVEVO,313128656,2922724,132239,TRUE,TRUE,531668029
670,U2,I Still Haven't Found What I'm Looking For,The Joshua Tree (Super Deluxe),album,0.564,0.774,1,-9.424,0.0368,0.0135,0.00191,0.0861,0.657,100.894,277477,U2VEVO,169626279,891840,22678,TRUE,TRUE,531487905
389,Camilo,Tattoo - Remix with Camilo,Afrodisíaco,album,0.721,0.637,9,-5.134,0.286,0.0406,0,0.0525,0.691,193.922,222680,Rauw Alejandro,794818462,4767981,102284,TRUE,TRUE,530878132
12489,Taylor Swift,Anti-Hero,Midnights,album,0.637,0.643,4,-6.571,0.0519,0.13,1.80E-06,0.142,0.533,97.008,200690,TaylorSwiftVEVO,101169702,2808718,82120,TRUE,TRUE,530534722
13331,Pedro Capó,Tutu,Por Primera Vez,album,0.727,0.838,9,-2.435,0.0472,0.297,0,0.0603,0.933,145.995,179339,CamiloVEVO,751157957,5965572,151960,TRUE,TRUE,530167169
4662,Kansas,Dust in the Wind,Point Of Know Return (Expanded Edition),album,0.475,0.322,7,-10.687,0.0283,0.367,0.00056,0.11,0.387,93.503,206267,kansasVEVO,222743611,1576828,49971,TRUE,TRUE,529832569
16673,Alan Walker,On My Way,World Of Walker,album,0.522,0.697,1,-5.288,0.103,0.0291,0,0.319,0.235,169.775,193959,Alan Walker,496749851,9294315,318566,TRUE,TRUE,529555988
405,Farruko,On My Way,World Of Walker,album,0.522,0.697,1,-5.288,0.103,0.0291,0,0.319,0.235,169.775,193959,Alan Walker,496745873,9294232,318569,TRUE,TRUE,529555988
15360,Sabrina Carpenter,On My Way,World Of Walker,album,0.522,0.697,1,-5.288,0.103,0.0291,0,0.319,0.235,169.775,193959,Farruko,67793875,775529,19317,FALSE,TRUE,529555988
13532,Frank Ocean,Ivy,Blonde,album,0.575,0.386,9,-9.584,0.037,0.785,0.000289,0.229,0.466,116.408,249191,visual letters,323760,8702,206,FALSE,FALSE,528951082
18627,Olivia Rodrigo,"All I Want - From ""High School Musical: The Musical: The Series""","All I Want (From ""High School Musical: The Musical: The Series"")",single,0.376,0.43,0,-6.585,0.0328,0.0902,0,0.0912,0.129,77.599,177323,DisneyMusicVEVO,165608948,2368795,38908,TRUE,TRUE,528853212
419,Disney,"All I Want - From ""High School Musical: The Musical: The Series""","All I Want (From ""High School Musical: The Musical: The Series"")",single,0.376,0.43,0,-6.585,0.0328,0.0902,0,0.0912,0.129,77.599,177323,DisneyMusicVEVO,20369344,462099,6079,TRUE,TRUE,528853212
16234,Tove Lo,Talking Body,Queen Of The Clouds,album,0.736,0.761,4,-5.449,0.0338,0.0966,0,0.0823,0.114,119.999,238427,ToveLoVEVO,183396632,1306725,23006,TRUE,TRUE,528695234
12158,Zac Brown Band,Chicken Fried,The Foundation,album,0.566,0.713,6,-4.25,0.0418,0.645,0,0.114,0.805,169.861,238147,Zac Brown Band,131596100,555510,16066,TRUE,TRUE,528611372
8111,Kelly Clarkson,Since U Been Gone,Breakaway,album,0.662,0.741,0,-5.406,0.0334,0.00165,0.0303,0.114,0.404,131,188960,kellyclarksonVEVO,112216511,659266,23252,TRUE,TRUE,528339713
1678,TOTO,Hold the Line,Toto,album,0.473,0.898,6,-4.797,0.0561,0.00783,0.0618,0.173,0.808,96.556,235547,TotoVEVO,215476139,1405559,37920,TRUE,TRUE,528069993
11543,Jowell & Randy,Bonita,Bonita,single,0.775,0.867,5,-1.582,0.0414,0.0132,0.00684,0.278,0.869,96.038,265747,Jowell & Randy,8266725,92753,2561,TRUE,TRUE,527125429
16851,Rae Sremmurd,Come Get Her,SremmLife,album,0.689,0.564,2,-6.226,0.136,0.187,0,0.0721,0.123,185.023,212947,RaeSremmurdVEVO,111176540,1149178,33508,TRUE,TRUE,527118153
15311,A$AP Rocky,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",AT.LONG.LAST.A$AP,album,0.394,0.661,4,-8.684,0.192,0.00996,0,0.343,0.335,149.818,260987,LIVELOVEASAPVEVO,87828883,923243,12970,TRUE,TRUE,527105680
16046,Bebe Rexha,Say My Name,7,album,0.703,0.66,10,-5.119,0.123,0.137,0,0.192,0.79,95.031,198947,David Guetta,955813606,5608028,88804,TRUE,TRUE,526948090
181,The Beatles,Let It Be - Remastered 2009,Let It Be (Remastered),album,0.443,0.403,0,-8.339,0.0322,0.631,0,0.111,0.41,143.462,243027,The Beatles - Topic,131925109,1075941,15452,TRUE,TRUE,526788025
84,AC/DC,T.N.T.,High Voltage,album,0.754,0.759,9,-5.218,0.302,0.153,0.000108,0.101,0.435,126.366,214667,acdcVEVO,240908491,934797,19584,TRUE,TRUE,526521070
103,Michael Jackson,Smooth Criminal - 2012 Remaster,Bad (Remastered),album,0.853,0.981,8,-3.947,0.0751,0.247,0.468,0.306,0.595,118.193,257760,vman,84652754,672624,25952,FALSE,FALSE,526030670
11985,Rihanna,Pon de Replay,Music Of The Sun,album,0.779,0.64,7,-8.415,0.159,0.000155,0.00077,0.101,0.498,99.019,246960,RihannaVEVO,195174056,1284251,31125,TRUE,TRUE,526013169
13959,James Blake,"King's Dead (with Kendrick Lamar, Future & James Blake)","King's Dead (with Kendrick Lamar, Future & James Blake)",single,0.645,0.705,1,-5.008,0.299,0.000813,0,0.128,0.376,137.133,229670,JayRockVEVO,141340149,1763637,70389,TRUE,TRUE,525330567
12689,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)","King's Dead (with Kendrick Lamar, Future & James Blake)",single,0.645,0.705,1,-5.008,0.299,0.000813,0,0.128,0.376,137.133,229670,JayRockVEVO,141340146,1763637,70389,TRUE,TRUE,525330567
18249,Alessia Cara,Here,Know-It-All,album,0.376,0.821,0,-3.974,0.104,0.0785,0,0.0823,0.331,120.462,199453,AlessiaCaraVEVO,232363674,2729529,72432,TRUE,TRUE,525260833
559,Slipknot,Duality,Vol. 3: The Subliminal Verses,album,0.354,0.982,4,-3.026,0.168,0.000237,0.000294,0.204,0.194,143.772,252613,Slipknot,356487151,2211238,87719,TRUE,TRUE,525198814
16721,Lizzo,Good as Hell,Cuz I Love You (Super Deluxe),album,0.682,0.919,0,-3.18,0.0875,0.256,0,0.442,0.535,95.982,159736,Lizzo Music,39671578,749162,25138,TRUE,TRUE,525192906
11150,Jay Sean,Down,All Or Nothing,album,0.727,0.68,2,-4.498,0.0286,0.0101,0,0.0821,0.728,132.012,212507,JaySeanVEVO,329283954,1846478,86424,TRUE,TRUE,525143632
355,Beyoncé,Love On Top,4,album,0.652,0.749,0,-5.248,0.0886,0.0848,0,0.604,0.651,94.103,267413,BeyoncéVEVO,514532529,2260106,93092,TRUE,TRUE,524847088
14029,Imagine Dragons,Bones,Mercury - Acts 1 & 2,album,0.772,0.75,5,-3.67,0.0455,0.0201,0,0.074,0.587,114.061,165265,ImagineDragonsVEVO,142986771,2218558,39051,TRUE,TRUE,524720441
5622,The Outfield,Your Love,Play Deep,album,0.579,0.654,1,-12.421,0.0553,0.121,3.62E-06,0.0673,0.616,129.537,216467,TheOutfieldVEVO,541857220,3113453,77365,TRUE,TRUE,524257277
18054,Camila Cabello,I Know What You Did Last Summer,Handwritten,album,0.687,0.761,9,-4.582,0.0876,0.102,0,0.147,0.743,113.939,223853,ShawnMendesVEVO,402706556,4059318,152279,TRUE,TRUE,523805243
17429,Lost Frequencies,Reality,Less Is More,album,0.731,0.639,9,-6.597,0.0359,0.0206,1.29E-05,0.0789,0.527,122.08,158474,LostFrequenciesVEVO,9106432,128276,1512,TRUE,TRUE,523177125
17438,Anne-Marie,Rewrite The Stars (with James Arthur & Anne-Marie),Rewrite The Stars (with James Arthur & Anne-Marie),single,0.67,0.743,10,-4.993,0.0393,0.237,0,0.465,0.571,125.944,218293,Anne-Marie,427470535,3443910,59030,TRUE,TRUE,522396840
16054,James Arthur,Rewrite The Stars (with James Arthur & Anne-Marie),Rewrite The Stars (with James Arthur & Anne-Marie),single,0.67,0.743,10,-4.993,0.0393,0.237,0,0.465,0.571,125.944,218293,Anne-Marie,427470197,3443903,59030,TRUE,TRUE,522396840
16244,Zara Larsson,Ruin My Life,Poster Girl,album,0.608,0.71,11,-4.998,0.0636,0.43,0,0.0903,0.613,124.985,190051,ZaraLarssonMusicVEVO,68645990,725653,15875,TRUE,TRUE,521781336
610,blink-182,What's My Age Again?,Enema Of The State,album,0.391,0.951,6,-7.419,0.0692,0.0126,0.000378,0.0878,0.468,157.66,148360,blink182VEVO,91222822,498740,28347,TRUE,TRUE,521711460
19000,Bazzi,I.F.L.Y.,Soul Searching,album,0.812,0.519,2,-4.823,0.0385,0.379,0,0.13,0.554,104.954,165714,Bazzi,138707540,1400056,13394,TRUE,TRUE,521425754
16338,Thomas Rhett,Die A Happy Man,Tangled Up,album,0.595,0.389,2,-9.245,0.0349,0.418,1.39E-06,0.116,0.4,166.052,227427,ThomasRhettVEVO,265398540,1061733,16840,TRUE,TRUE,520823719
19557,6ix9ine,BEBE,DUMMY BOY,album,0.635,0.902,0,-3.559,0.109,0.172,0,0.125,0.285,102.062,217822,6ix9ineVEVO,1368074181,8186370,425397,TRUE,TRUE,520701154
9558,Nirvana,Heart-Shaped Box,In Utero - 20th Anniversary - Deluxe Edition,album,0.256,0.641,1,-10.283,0.0552,0.199,0.0329,0.0853,0.382,203.006,281160,NirvanaVEVO,233658023,1621101,81285,TRUE,TRUE,520267818
16489,MØ,Final Song,Final Song,single,0.695,0.672,1,-6.109,0.0345,0.014,7.95E-05,0.0756,0.245,104.988,235827,MOMOMOYOUTHVEVO,138892285,1079681,25680,TRUE,TRUE,520159923
358,Beyoncé,Drunk in Love (feat. Jay-Z),BEYONCÉ [Platinum Edition],album,0.583,0.621,5,-6.902,0.0479,0.00972,0.00106,0.181,0.399,140.036,323480,BeyoncéVEVO,687031207,2906283,129479,TRUE,TRUE,520085958
12079,Steve Aoki,Pursuit Of Happiness - Extended Steve Aoki Remix,Pursuit Of Happiness [Extended Steve Aoki Remix (Explicit)],single,0.722,0.687,0,-5.189,0.0556,0.00949,0.00413,0.0462,0.619,128.013,373627,ilovemoney1992,371423,5124,58,FALSE,FALSE,519362331
13571,Kid Cudi,Pursuit Of Happiness - Extended Steve Aoki Remix,Pursuit Of Happiness [Extended Steve Aoki Remix (Explicit)],single,0.722,0.687,0,-5.189,0.0556,0.00949,0.00413,0.0462,0.619,128.013,373627,ilovemoney1992,371423,5124,58,FALSE,FALSE,519362331
271,ABBA,Gimme! Gimme! Gimme! (A Man After Midnight),Voulez-Vous,album,0.749,0.491,10,-9.655,0.0403,0.02,0.00899,0.159,0.536,119.528,292613,AbbaVEVO,361288115,3156029,67741,TRUE,TRUE,519184335
1018,Johnny Cash,Hurt,American IV: The Man Comes Around,album,0.534,0.392,9,-7.636,0.0267,0.649,0.000227,0.0948,0.163,90.379,216533,JohnnyCashVEVO,187286218,2102982,74007,TRUE,TRUE,518524112
15371,PARTYNEXTDOOR,Come and See Me (feat. Drake),PARTYNEXTDOOR 3 (P3),album,0.77,0.347,2,-10.265,0.0623,0.0511,2.57E-06,0.087,0.0583,84.957,235477,PARTYNEXTDOOR,102478910,682946,18820,TRUE,TRUE,518498131
18828,Clairo,Sofia,Immunity,album,0.744,0.619,0,-9.805,0.039,0.598,0.00372,0.231,0.641,112.997,188387,Jason Photography,524064,11695,331,FALSE,FALSE,518264885
5022,Fugees,Killing Me Softly With His Song,The Score (Expanded Edition),album,0.765,0.29,4,-17.117,0.139,0.0279,0,0.571,0.506,92.409,298773,TheFugeesVEVO,351406683,2549488,42859,TRUE,TRUE,518080621
2296,Ms. Lauryn Hill,Killing Me Softly With His Song,The Score (Expanded Edition),album,0.765,0.29,4,-17.117,0.139,0.0279,0,0.571,0.506,92.409,298773,TheFugeesVEVO,351401822,2549466,42859,TRUE,TRUE,518080621
2164,Wyclef Jean,Killing Me Softly With His Song,Greatest Hits,compilation,0.765,0.437,4,-10.122,0.0727,0.0271,1.31E-06,0.167,0.498,92.402,290293,TheFugeesVEVO,351401822,2549466,42859,TRUE,TRUE,518080621
13700,The Script,Superheroes,No Sound Without Silence,album,0.49,0.885,3,-4.121,0.0396,0.00218,0,0.0741,0.64,166.996,245467,TheScriptVEVO,226366708,1726833,43075,TRUE,TRUE,517947759
16853,Rae Sremmurd,No Type,SremmLife,album,0.891,0.486,6,-7.803,0.159,0.0158,3.78E-06,0.0925,0.239,125.01,200080,RaeSremmurdVEVO,868499804,5287096,163632,TRUE,TRUE,517486265
16970,Dan + Shay,Tequila,Dan + Shay,album,0.489,0.581,11,-5.731,0.0281,0.0312,0,0.132,0.494,86.016,196747,Dan And Shay,145992423,563326,10640,TRUE,TRUE,517385494
12198,Gente De Zona,La Gozadera (feat. Marc Anthony),Visualízate,album,0.616,0.989,9,-1.698,0.0483,0.166,0,0.172,0.902,95.036,203160,GenteDeZonaVEVO,1482721793,3734972,160233,TRUE,TRUE,517014834
2725,José Feliciano,Feliz Navidad,Feliz Navidad,album,0.513,0.831,2,-9.004,0.0383,0.55,0,0.336,0.963,148.837,182067,FaWiJo,67039920,474630,21756,TRUE,TRUE,516834894
19644,Maria Becerra,Miénteme,Miénteme,single,0.85,0.541,2,-4.522,0.0674,0.161,5.01E-06,0.286,0.916,92.003,165275,TiniVEVO,481638253,3262307,177206,TRUE,TRUE,515825041
18690,TINI,Miénteme,Miénteme,single,0.85,0.541,2,-4.522,0.0674,0.161,5.01E-06,0.286,0.916,92.003,165275,TiniVEVO,481638253,3262303,177206,TRUE,TRUE,515825041
19001,Bazzi,Paradise,Soul Searching,album,0.844,0.644,11,-6.273,0.0479,0.0828,0,0.113,0.591,122.061,169038,Bazzi,34823748,457464,6463,TRUE,TRUE,515623742
2595,Otis Redding,(Sittin' On) the Dock of the Bay,The Dock of the Bay (Mono),album,0.769,0.367,2,-11.226,0.0312,0.684,1.62E-05,0.081,0.535,103.621,163756,RHINO,104559525,664808,13550,TRUE,TRUE,515616223
